NASA GSFC mascons: Time array file
Solution name: GSFC.glb.200301_201607_v02.4-ICE6G
Contact: Bryant.D.Loomis@nasa.gov; Scott.B.Luthcke@nasa.gov
Number of monthly solutions: 148
Column 1: Middle day in solution window [integer year]
Column 2: Middle day in solution window [day of year]
Column 3: Middle day in solution window [decimal year]
Column 4: Middle day in solution window [days past Jan 0, 2002]
Column 5: First day in solution window [days past Jan 0, 2002]
Column 6: Last day in solution window [days past Jan 0, 2002]
Column 7: Number of days in solution window
Column 8: Number of days of GRACE L1B data used in solution
END OF HEADER
2003   6.5 2003.0151  371.5  366.0  377.0  5 12
2003  52.0 2003.1397  417.0  410.0  424.0 15 15
2003  75.0 2003.2027  440.0  425.0  455.0 31 31
2003 105.5 2003.2863  470.5  456.0  485.0 29 30
2003 127.5 2003.3466  492.5  486.0  499.0  3 14
2003 197.0 2003.5370  562.0  547.0  577.0 29 31
2003 228.0 2003.6219  593.0  578.0  608.0 30 31
2003 258.5 2003.7055  623.5  609.0  638.0 28 30
2003 289.0 2003.7890  654.0  639.0  669.0 30 31
2003 319.5 2003.8726  684.5  670.0  699.0 28 30
2003 350.0 2003.9562  715.0  700.0  730.0 30 31
2004   7.0 2004.0164  737.0  731.0  743.0 13 13
2004  47.5 2004.1270  777.5  765.0  790.0 26 26
2004  76.0 2004.2049  806.0  791.0  821.0 30 31
2004 106.5 2004.2883  836.5  822.0  851.0 26 30
2004 137.0 2004.3716  867.0  852.0  882.0 30 31
2004 167.5 2004.4549  897.5  883.0  912.0 29 30
2004 198.0 2004.5383  928.0  913.0  943.0 31 31
2004 229.0 2004.6230  959.0  944.0  974.0 30 31
2004 259.5 2004.7063  989.5  975.0 1004.0 29 30
2004 290.0 2004.7896 1020.0 1005.0 1035.0 31 31
2004 320.5 2004.8730 1050.5 1036.0 1065.0 30 30
2004 351.0 2004.9563 1081.0 1066.0 1096.0 27 31
2005  16.0 2005.0411 1112.0 1097.0 1127.0 31 31
2005  45.5 2005.1219 1141.5 1128.0 1155.0 28 28
2005  75.0 2005.2027 1171.0 1156.0 1186.0 28 31
